City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Tabou,CI,4.423,-7.3528,76.71,77,56,5.48,broken clouds
346,Iguape,BR,-24.7081,-47.5553,63.21,96,99,3.42,overcast clouds
347,Porto Franco,BR,-6.3383,-47.3992,76.19,42,99,1.97,overcast clouds
348,Bar Harbor,US,44.3876,-68.2039,65.46,97,1,4.61,clear sky
349,Itapora,BR,-22.0799,-54.7874,61.45,52,0,3.83,clear sky
350,San Patricio,US,28.017,-97.5169,84.09,83,12,9.22,few clouds
351,Bagdarin,RU,54.4333,113.6,55.89,98,100,2.91,heavy intensity rain
352,Yerbogachen,RU,61.2767,108.0108,71.92,31,88,9.26,overcast clouds
353,Fuxin,CN,42.0156,121.6589,87.57,45,3,2.17,clear sky
354,Sangmelima,CM,2.9333,11.9833,70.83,90,100,4.43,overcast clouds
355,Necochea,AR,-38.5473,-58.7368,55.53,79,100,12.62,overcast clouds
356,Bantou,CN,26.2151,117.4893,89.29,69,100,1.25,overcast clouds
357,Santa Cruz,BO,-17.8,-63.1667,63.86,77,0,5.75,clear sky
358,Sarkikaraagac,TR,38.0794,31.3664,80.49,31,1,6.24,clear sky
359,Jacareacanga,BR,-6.2222,-57.7528,72.57,52,81,1.45,broken clouds
360,Narsaq,GL,60.9167,-46.05,44.82,57,100,4.74,overcast clouds
361,Birao,CF,10.2849,22.7882,72.64,94,100,5.53,light rain
362,Sangar,RU,63.9242,127.4739,74.82,30,18,17.43,few clouds
363,Leh,IN,34.1667,77.5833,70.36,23,17,6.67,few clouds
364,Nevsehir,TR,38.9167,34.6667,67.21,64,75,5.75,broken clouds
365,Goderich,CA,43.7501,-81.7165,70.92,83,97,5.75,overcast clouds
366,Altay,CN,47.8667,88.1167,79.43,27,21,12.26,few clouds
367,San Cosme Y Damian,PY,-27.3167,-56.35,62.78,72,0,5.82,clear sky
368,Kirakira,SB,-10.4544,161.9205,78.85,83,90,8.05,overcast clouds
369,Sinnamary,GF,5.3833,-52.95,74.66,92,100,6.89,overcast clouds
370,Brainerd,US,46.358,-94.2008,66.45,77,1,3.44,haze
371,Kiunga,PG,-6.1219,141.2906,75.61,96,100,3.8,overcast clouds
372,Vega De Alatorre,MX,20.0333,-96.6333,78.03,83,12,4.88,few clouds
373,Roswell,US,34.0232,-84.3616,73.27,91,1,0.0,clear sky
374,Majene,ID,-3.5403,118.9707,85.17,67,74,1.95,broken clouds
375,Haines Junction,CA,60.7522,-137.5108,51.75,100,100,1.14,light rain
376,Lasa,IT,46.6166,10.7002,63.36,80,81,6.13,broken clouds
377,Madera,US,37.1666,-119.8343,79.43,32,0,1.01,clear sky
378,Chake Chake,TZ,-5.2459,39.7666,78.66,65,100,9.98,light rain
379,Severo-Yeniseyskiy,RU,60.3725,93.0408,78.6,33,99,5.28,overcast clouds
380,Knin,HR,44.0439,16.2,82.13,34,0,4.9,clear sky
381,Saint-Pierre,RE,-21.3393,55.4781,76.68,61,0,12.66,clear sky
382,Plouzane,FR,48.3833,-4.6167,60.98,91,40,10.36,scattered clouds
383,Rakitnoye,RU,50.8389,35.8515,75.45,53,100,11.12,overcast clouds
384,Kragero,NO,58.8693,9.4149,65.57,74,100,16.67,overcast clouds
385,San Quintin,MX,30.4833,-115.95,67.12,87,4,5.95,clear sky
386,Margate,GB,51.3813,1.3862,62.69,77,100,7.0,overcast clouds
387,Careiro Da Varzea,BR,-3.2003,-59.8119,79.41,72,87,0.31,overcast clouds
388,Flin Flon,CA,54.7682,-101.865,55.72,87,39,8.12,scattered clouds
389,Obo,CF,5.3998,26.4869,78.37,68,100,6.67,overcast clouds
390,Ngunguru,NZ,-35.6167,174.5,55.17,80,25,11.97,scattered clouds
391,Temryuk,RU,45.2722,37.3811,86.22,50,100,3.22,overcast clouds
392,Nigde,TR,37.8333,34.75,79.83,29,100,7.4,overcast clouds
393,Hay River,CA,60.8156,-115.7999,62.58,88,20,4.61,few clouds
394,Iwaki,JP,37.05,140.8833,88.41,80,99,6.76,overcast clouds
395,Ashland,US,40.8167,-82.2665,68.99,87,100,4.72,overcast clouds
396,Scarborough,GB,54.2797,-0.4044,59.85,89,100,4.0,overcast clouds
397,Olafsvik,IS,64.8945,-23.7142,52.84,83,52,3.2,broken clouds
398,Chutove,UA,49.7104,35.1603,84.33,45,100,1.41,overcast clouds
399,Torbat-E Jam,IR,35.244,60.6225,94.35,11,0,22.59,clear sky
400,Aktau,KZ,43.65,51.2,106.38,26,0,11.95,clear sky
401,Kuminskiy,RU,58.6667,66.5667,61.02,99,100,5.12,heavy intensity rain
402,Samarai,PG,-10.6167,150.6667,77.18,86,99,14.88,overcast clouds
403,Batemans Bay,AU,-35.7167,150.1833,53.91,91,17,0.49,few clouds
404,Aksarka,RU,66.5606,67.7975,71.73,59,100,4.25,overcast clouds
405,Port Pirie,AU,-33.1833,138.0167,55.49,75,8,4.5,clear sky
406,Virginia Beach,US,36.8529,-75.978,75.25,87,90,3.44,overcast clouds
407,Okhtyrka,UA,50.3104,34.8988,82.65,46,100,1.61,overcast clouds
408,San Andres,CO,12.5847,-81.7006,82.42,78,75,12.66,broken clouds
409,Marrakesh,MA,31.6315,-8.0083,66.27,88,40,6.91,scattered clouds
410,Buraydah,SA,26.326,43.975,102.65,9,17,8.95,few clouds
411,Husavik,IS,66.0449,-17.3389,53.51,74,30,1.23,scattered clouds
412,Pleasant Prairie,US,42.5531,-87.9334,66.99,86,40,5.01,scattered clouds
413,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,54.21,93,0,6.2,clear sky
414,Tura,IN,25.5198,90.2201,78.42,95,100,5.5,overcast clouds
415,Palauig,PH,15.435,119.9045,82.56,85,99,14.41,overcast clouds
416,Megion,RU,61.0296,76.1136,68.02,51,9,10.89,clear sky
417,Zhigansk,RU,66.7697,123.3711,75.94,33,100,10.49,overcast clouds
418,Temir,KZ,49.1414,57.13,86.86,31,7,13.11,clear sky
419,Bayanday,RU,53.0661,105.5139,70.12,51,97,9.13,overcast clouds
420,Leshukonskoye,RU,64.8989,45.7622,65.61,44,7,3.94,clear sky
421,Arawa,PG,-6.2132,155.5367,78.64,88,95,5.68,light rain
422,Faya,SA,18.3851,42.4509,79.32,31,64,9.78,broken clouds
423,Pochutla,MX,15.7432,-96.4661,75.81,93,98,3.27,overcast clouds
424,Hofn,IS,64.2539,-15.2082,53.98,79,97,6.4,moderate rain
425,Kirillov,RU,59.863,38.3813,64.33,89,100,7.72,light rain
426,Ngaoundere,CM,7.3167,13.5833,68.4,91,93,5.32,light rain
427,Mayang Imphal,IN,24.6167,93.8833,78.85,89,75,4.61,broken clouds
428,Saldanha,ZA,-33.0117,17.9442,44.65,67,63,4.41,broken clouds
429,Boddam,GB,57.4667,-1.7833,61.12,90,97,14.54,light rain
430,Aripuana,BR,-9.1667,-60.6333,67.86,53,0,1.25,clear sky
431,Sorong,ID,-0.8833,131.25,82.15,81,100,14.45,overcast clouds
432,Dawson Creek,CA,55.7666,-120.2362,57.16,58,1,16.11,clear sky
433,Llangefni,GB,53.2556,-4.3106,59.74,100,75,9.22,broken clouds
434,Zhezkazgan,KZ,47.8043,67.7144,93.96,17,71,5.7,broken clouds
435,Ancud,CL,-41.8697,-73.8203,41.23,76,8,7.87,clear sky
436,Emerald,AU,-23.5333,148.1667,73.54,21,0,9.22,clear sky
437,Tarata,BO,-17.6167,-66.0167,52.68,67,0,1.81,clear sky
438,Balagansk,RU,54.0103,103.0544,69.08,56,97,13.69,overcast clouds
439,Hohhot,CN,40.8106,111.6522,88.09,25,0,6.71,clear sky
440,Rawson,AR,-43.3002,-65.1023,49.15,38,100,19.01,overcast clouds
441,Mochicahui,MX,25.9333,-108.9333,81.01,88,87,4.54,overcast clouds
442,Baykit,RU,61.67,96.37,81.93,31,53,5.21,broken clouds
443,Ankara,TR,39.9199,32.8543,81.52,27,75,6.91,broken clouds
444,Provideniya,RU,64.3833,-173.3,45.59,82,100,5.23,light rain
445,Caloundra,AU,-26.8,153.1333,66.06,74,0,7.09,clear sky
446,Camargo,MX,27.6667,-105.1667,76.71,53,48,5.88,scattered clouds
447,Normandin,CA,48.8333,-72.5321,71.91,64,100,13.8,overcast clouds
448,Guerrero Negro,MX,27.9769,-114.0611,71.37,80,0,7.45,clear sky
449,Te Anau,NZ,-45.4167,167.7167,38.16,93,100,3.22,overcast clouds
450,Hambantota,LK,6.1241,81.1185,89.94,66,75,16.11,moderate rain
451,Ndele,CF,8.4109,20.6473,70.0,98,100,2.08,moderate rain
452,San Pedro,PH,14.35,121.0167,90.1,68,40,12.66,scattered clouds
453,College,US,64.8569,-147.8028,64.38,86,90,0.0,overcast clouds
454,Perth,AU,-31.9333,115.8333,61.09,77,90,9.22,light rain
455,Qaqortoq,GL,60.7167,-46.0333,45.1,70,100,2.33,overcast clouds
456,Drovyanaya,RU,51.5833,113.0333,78.31,96,99,14.97,overcast clouds
457,Luganville,VU,-15.5333,167.1667,76.62,80,54,10.47,broken clouds
458,Nyurba,RU,63.2842,118.3319,77.02,43,100,7.63,overcast clouds
459,Campos Do Jordao,BR,-22.7394,-45.5914,43.95,93,100,2.8,overcast clouds
460,Hondo,JP,32.45,130.2,89.55,74,1,10.29,clear sky
461,Kifri,IQ,34.6959,44.9661,107.44,12,2,4.88,clear sky
462,Luanshya,ZM,-13.1367,28.4166,74.77,26,3,7.36,clear sky
463,Soe,ID,-9.8607,124.284,74.62,45,56,10.2,broken clouds
464,Grindavik,IS,63.8424,-22.4338,52.27,93,75,1.14,broken clouds
465,Mubende,UG,0.5606,31.39,84.94,33,6,4.32,clear sky
466,Dhola,IN,21.8833,71.7833,91.13,40,58,9.48,broken clouds
467,Kijang,KR,35.2442,129.2139,94.73,66,41,6.22,scattered clouds
468,Seymchan,RU,62.8833,152.4333,57.47,67,93,7.61,overcast clouds
469,Palaikastron,GR,35.2,26.25,82.87,66,0,18.16,clear sky
470,Tambura,SS,5.6,27.4667,80.74,67,98,4.74,light rain
471,Zapolyarnyy,RU,69.4154,30.8136,65.48,52,30,12.15,scattered clouds
472,Camacari,BR,-12.6975,-38.3242,74.97,81,30,7.76,scattered clouds
473,Manado,ID,1.487,124.8455,84.97,74,40,2.3,scattered clouds
474,Kenora,CA,49.8167,-94.4337,58.17,88,40,8.05,smoke
475,Beaverlodge,CA,55.2166,-119.4361,52.95,66,59,8.79,broken clouds
476,Kshenskiy,RU,51.8408,37.7136,82.8,33,100,13.89,light rain
477,Bandar-E Lengeh,IR,26.5579,54.8807,100.51,60,0,11.5,haze
478,Dronninglund,DK,57.1604,10.2929,60.19,80,100,13.24,overcast clouds
479,Anlu,CN,31.1661,112.5831,85.08,72,100,14.34,overcast clouds
480,Ahipara,NZ,-35.1667,173.1667,55.76,81,25,14.18,scattered clouds
481,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,78,75,13.8,broken clouds
482,Tigil,RU,57.8,158.6667,55.06,75,25,9.04,scattered clouds
483,Pemangkat,ID,1.1667,108.9667,86.02,69,60,10.07,broken clouds
484,Maua,BR,-23.6678,-46.4614,60.12,89,88,5.06,overcast clouds
485,Burgos,ES,42.3394,-3.7079,59.41,63,40,8.05,scattered clouds
486,Kazuno,JP,40.1836,140.7872,90.64,63,50,1.59,scattered clouds
487,Buchanan,LR,5.8808,-10.0467,71.56,80,97,2.37,overcast clouds
488,Athabasca,CA,54.7169,-113.2854,57.02,75,21,2.8,few clouds
489,Bonthe,SL,7.5264,-12.505,76.95,73,100,2.06,overcast clouds
490,Paamiut,GL,61.994,-49.6678,44.55,74,100,4.76,overcast clouds
491,Bubaque,GW,11.2833,-15.8333,79.77,76,96,17.29,overcast clouds
492,Bodden Town,KY,19.2833,-81.25,80.01,86,63,10.31,broken clouds
493,Oga,IT,46.4631,10.347,56.7,80,87,7.07,overcast clouds
494,Cartagena,CO,10.3997,-75.5144,80.22,94,40,3.44,scattered clouds
495,Sturgeon Bay,US,44.8342,-87.377,69.22,94,40,10.36,scattered clouds
496,Pokrovsk,UA,48.282,37.1758,85.8,35,39,14.76,scattered clouds
497,Khash,IR,28.2211,61.2158,95.92,10,0,3.22,clear sky
498,South Sioux City,US,42.4739,-96.4136,76.95,75,40,3.0,scattered clouds
499,Yola,NG,9.2,12.4833,79.32,75,100,7.65,overcast clouds
500,La Ronge,CA,55.1001,-105.2842,68.25,83,90,10.36,overcast clouds
501,Nouadhibou,MR,20.931,-17.0347,69.33,86,2,9.84,clear sky
502,Zaysan,KZ,47.4667,84.8667,81.41,24,3,16.15,clear sky
503,Kungurtug,RU,50.5994,97.5228,52.61,97,100,2.01,overcast clouds
504,Vangaindrano,MG,-23.35,47.6,73.44,62,0,3.15,clear sky
505,Aberdeen,GB,57.1437,-2.0981,63.21,97,90,9.22,overcast clouds
506,Hami,CN,42.8,93.45,94.35,12,2,22.41,clear sky
507,Yaan,NG,7.3833,8.5667,73.72,92,100,7.2,overcast clouds
508,Daru,PG,-9.0763,143.2092,76.19,75,99,14.52,overcast clouds
509,Rovaniemi,FI,66.5,25.7167,67.41,52,0,5.75,clear sky
510,Tashtyp,RU,52.7939,89.8983,72.48,56,100,5.84,overcast clouds
511,Kushima,JP,31.4583,131.2333,80.64,79,33,6.87,scattered clouds
512,Xuanzhou,CN,30.9525,118.7553,88.65,63,40,10.56,scattered clouds
513,Labuhan,ID,-6.8844,112.2051,84.9,69,42,14.7,scattered clouds
514,Kintampo,GH,8.0563,-1.7306,72.68,88,88,8.23,overcast clouds
515,Nouakchott,MR,18.0858,-15.9785,78.73,86,1,13.29,clear sky
516,Half Moon Bay,US,37.4636,-122.4286,67.32,88,20,11.5,few clouds
517,Nsunga,TZ,-1.1439,31.3947,69.24,31,35,6.62,scattered clouds
518,Saurimo,AO,-9.6608,20.3916,68.32,34,0,0.0,clear sky
519,Conde,BR,-7.2597,-34.9075,71.06,100,75,4.61,broken clouds
520,Laela,TZ,-8.5667,32.05,72.79,37,0,6.13,clear sky
521,Madhupur,IN,24.25,86.65,91.35,56,100,3.65,overcast clouds
522,Turka,UA,49.1541,23.0297,59.25,60,2,8.23,clear sky
523,Kolno,PL,53.4115,21.9291,64.51,79,90,14.7,overcast clouds
524,Rognan,NO,67.0953,15.3878,68.05,64,100,7.25,overcast clouds
525,Vardo,NO,70.3705,31.1107,55.8,79,67,13.0,broken clouds
526,Khomeyn,IR,33.6423,50.0789,84.25,17,72,8.37,broken clouds
527,Thunder Bay,CA,48.4001,-89.3168,60.78,77,90,10.36,overcast clouds
528,Santa Fe,AR,-31.6333,-60.7,60.91,85,1,3.0,clear sky
529,Berea,US,41.3662,-81.8543,72.48,82,90,3.44,overcast clouds
530,Honiara,SB,-9.4333,159.95,79.27,80,90,3.22,overcast clouds
531,Mnogovershinnyy,RU,53.9353,139.9242,52.47,75,100,10.25,overcast clouds
532,Tolaga Bay,NZ,-38.3667,178.3,54.25,68,69,9.19,broken clouds
533,Port Elizabeth,ZA,-33.918,25.5701,59.29,82,0,5.75,clear sky
534,Xining,CN,36.6167,101.7667,80.08,26,84,7.07,broken clouds
535,Viedma,AR,-40.8135,-62.9967,52.29,63,100,9.48,overcast clouds
536,Sibolga,ID,1.7427,98.7792,87.17,62,32,5.99,scattered clouds
537,Abha,SA,18.2164,42.5053,79.05,34,20,4.61,few clouds
538,Puerto Escondido,MX,15.85,-97.0667,77.67,89,100,5.08,overcast clouds
539,Elban,RU,50.1018,136.5094,60.58,79,100,18.12,moderate rain
540,Muros,ES,42.7762,-9.0603,63.84,96,9,5.03,clear sky
541,Valdosta,US,30.8327,-83.2785,76.14,97,75,0.0,broken clouds
542,Mataquescuintla,GT,14.5292,-90.1842,60.75,98,100,2.8,overcast clouds
543,Barcelos,PT,41.5388,-8.6151,64.85,81,5,4.72,clear sky
544,Lloydminster,CA,53.2835,-110.0016,57.42,94,90,6.91,overcast clouds
545,Grand Gaube,MU,-20.0064,57.6608,75.6,65,60,8.99,light rain
546,Aswan,EG,24.0934,32.907,99.7,34,0,11.5,haze
547,Opunake,NZ,-39.4556,173.8583,50.34,72,63,20.83,broken clouds
548,Mae Hong Son,TH,19.3003,97.9685,87.94,66,75,6.91,broken clouds
549,Kharhial,IN,20.2833,82.7667,87.73,63,96,5.19,overcast clouds
550,Zavyalovo,RU,54.5053,82.4484,73.22,83,98,3.56,overcast clouds
551,Kamloops,CA,50.6665,-120.3192,70.79,33,75,10.36,broken clouds
552,Kysyl-Syr,RU,63.8986,122.7617,78.28,34,99,12.97,overcast clouds
553,Barberton,ZA,-25.7884,31.0532,65.93,39,0,2.21,clear sky
554,Markova,UA,48.6758,24.4138,69.39,50,2,6.22,clear sky
555,Cockburn Town,TC,21.4612,-71.1419,82.53,69,66,14.38,broken clouds
556,Nsanje,MW,-16.92,35.262,83.62,40,0,3.74,clear sky
557,Halifax,CA,44.6453,-63.5724,64.53,91,21,1.01,few clouds
558,Shemonaikha,KZ,50.6328,81.9056,80.76,32,3,7.4,clear sky
559,Gat,IL,31.61,34.7642,96.4,22,0,11.01,clear sky
560,Kieta,PG,-6.2167,155.6333,80.38,82,84,8.52,light rain
561,Kloulklubed,PW,7.0419,134.2556,79.3,86,100,4.27,overcast clouds
562,Port Macquarie,AU,-31.4333,152.9167,58.96,82,0,2.71,clear sky
563,Hadgaon,IN,19.5,77.6667,85.59,52,91,10.58,overcast clouds
564,Brigham City,US,41.5102,-112.0155,68.0,49,1,1.01,clear sky
565,Tevriz,RU,57.509,72.4042,75.72,52,100,7.99,overcast clouds
566,Yining,CN,29.0361,114.5636,93.2,55,76,3.62,broken clouds
567,Tahe,CN,52.3333,124.7333,69.55,83,29,5.82,light rain
568,Afyonkarahisar,TR,38.75,30.6667,72.66,56,40,14.97,scattered clouds
569,Waipawa,NZ,-41.4122,175.5153,43.43,82,86,4.21,overcast clouds
570,Tiznit,MA,29.5833,-9.5,65.16,82,78,3.11,broken clouds
571,Coahuayana,MX,18.7333,-103.6833,76.35,92,100,3.71,overcast clouds
572,Port Shepstone,ZA,-30.7414,30.455,65.95,57,0,0.56,clear sky
573,Kuldur,RU,49.2167,131.6333,64.58,97,100,7.16,light rain
574,Ambilobe,MG,-13.2,49.05,87.94,32,0,2.08,clear sky
575,Roma,US,43.2128,-75.4557,72.41,92,20,4.61,few clouds
576,San Carlos De Bariloche,AR,-41.1456,-71.3082,35.35,64,20,12.66,few clouds
577,Wyndham,US,37.6985,-77.6125,72.95,89,1,0.0,clear sky
578,Vorukh,TJ,39.8494,70.5838,81.52,33,34,7.25,scattered clouds
579,San Blas,MX,21.5167,-105.2667,76.59,87,100,3.06,overcast clouds
580,Bansang,GM,13.4333,-14.65,77.34,86,61,5.73,broken clouds
581,Hirara,JP,24.8,125.2833,86.27,84,75,24.16,broken clouds
582,Arrifes,PT,37.7667,-25.7,66.45,68,20,9.22,few clouds
583,San Ramon,US,37.7799,-121.978,68.29,74,1,3.44,smoke
584,Alta Floresta,BR,-9.8756,-56.0861,67.08,50,35,3.42,scattered clouds
585,Barvinkove,UA,48.9097,37.0205,86.38,38,76,12.37,broken clouds
586,Camana,PE,-16.6228,-72.7111,59.59,86,64,7.14,broken clouds
587,Muswellbrook,AU,-32.2667,150.9,58.33,59,0,8.46,clear sky
588,Haverfordwest,GB,51.8017,-4.9691,61.56,94,100,1.01,overcast clouds
589,San Ignacio,BZ,17.1561,-89.0714,77.14,94,0,0.0,clear sky
590,Svetlaya,RU,46.5389,138.3297,63.27,97,100,17.45,overcast clouds
591,Cabo San Lucas,MX,22.8909,-109.9124,83.52,79,67,1.01,broken clouds
592,Gland,CH,46.4208,6.2701,71.26,79,100,1.77,overcast clouds
593,Coos Bay,US,43.3665,-124.2179,64.99,100,90,4.61,fog
594,Alamos,MX,27.0167,-108.9333,75.43,94,100,3.11,overcast clouds
595,Krynychky,UA,48.3755,34.467,79.32,49,100,12.28,overcast clouds
596,Zhigalovo,RU,54.8097,105.1578,67.23,62,97,6.89,overcast clouds
597,Nainpur,IN,22.4333,80.1167,82.72,74,95,8.05,overcast clouds
598,Schwerte,DE,51.45,7.5667,65.35,78,40,1.01,scattered clouds
599,Bhachau,IN,23.2833,70.35,93.76,44,0,16.93,clear sky
600,Amaraji,BR,-8.3831,-35.4525,68.65,96,75,8.43,broken clouds
601,Codrington,AU,-38.2667,141.9667,51.04,76,81,7.25,broken clouds
602,Tommot,RU,58.9564,126.2925,68.88,82,88,8.79,light rain
603,Gisborne,NZ,-38.6533,178.0042,52.75,70,100,7.38,overcast clouds
604,Cabra,ES,37.4725,-4.4421,75.9,53,2,4.38,clear sky
605,La Orilla,MX,17.9833,-102.2333,77.4,83,100,3.6,overcast clouds
606,Itarema,BR,-2.9248,-39.9167,78.17,61,61,17.02,broken clouds
607,Fountain Hills,US,33.6117,-111.7174,92.5,44,1,1.99,clear sky
608,Poplar Bluff,US,36.757,-90.3929,71.38,94,1,0.0,mist
609,Chernyshevskiy,RU,63.0128,112.4714,75.56,29,74,5.82,broken clouds
610,Mandalgovi,MN,45.7625,106.2708,79.45,17,100,18.88,overcast clouds
611,Tole,UA,44.7167,33.8167,79.5,42,95,8.34,overcast clouds
612,Fortuna,US,40.5982,-124.1573,63.93,74,90,1.01,overcast clouds
613,Baruun-Urt,MN,46.6806,113.2792,91.49,17,78,23.31,broken clouds
614,Kavaratti,IN,10.5669,72.642,81.59,77,100,23.8,overcast clouds
615,Constantine,DZ,36.365,6.6147,81.81,39,0,2.3,clear sky
616,Russell,US,32.3502,-85.1999,76.28,91,1,0.0,clear sky
617,General Roca,AR,-39.0333,-67.5833,45.0,52,100,10.63,overcast clouds
618,Voh,NC,-20.9667,164.7,66.15,71,100,7.74,overcast clouds
619,El Vigia,VE,8.6219,-71.6506,74.08,73,43,4.88,scattered clouds
620,Uirauna,BR,-6.5183,-38.4122,68.25,75,15,8.3,few clouds
621,Gamba,GA,-2.65,10.0,75.88,77,100,5.73,overcast clouds
622,Sinjar,IQ,36.3209,41.8754,100.24,17,30,5.44,scattered clouds
623,Nuevo Progreso,MX,23.1667,-97.95,76.53,82,24,3.65,few clouds
624,Guna,IN,24.65,77.3167,83.17,78,93,11.95,overcast clouds
625,Luau,AO,-10.7073,22.2247,76.73,13,5,6.13,clear sky
626,Ladybrand,ZA,-29.1945,27.4574,45.05,18,3,1.66,clear sky
627,Dwarka,IN,22.2394,68.9678,85.28,71,83,13.8,broken clouds
628,Point Pleasant,US,40.0832,-74.0682,73.38,81,1,1.01,clear sky
629,Pingliang,CN,35.5392,106.6861,88.92,26,0,13.47,clear sky
630,Campbellsville,US,37.3434,-85.3419,70.36,73,100,3.69,overcast clouds
631,Upington,ZA,-28.4478,21.2561,62.98,19,0,3.44,clear sky
632,Goure,NE,13.9835,10.2704,84.83,56,37,17.45,scattered clouds
633,Pisco,PE,-13.7,-76.2167,60.85,82,90,3.44,overcast clouds
634,Portland,US,45.5234,-122.6762,69.15,81,40,4.0,scattered clouds
635,Hovd,MN,48.0056,91.6419,69.49,38,100,6.93,overcast clouds
636,Ust-Koksa,RU,50.2696,85.6108,73.65,39,11,1.86,few clouds
637,Vung Tau,VN,10.346,107.0843,86.41,72,97,12.06,overcast clouds
638,Teguldet,RU,57.3064,88.1667,78.46,51,45,4.54,scattered clouds
639,Rorvik,NO,64.8621,11.2373,64.51,59,0,11.5,clear sky
640,Henties Bay,NA,-22.116,14.2845,62.55,61,0,6.22,clear sky
641,Taoudenni,ML,22.6783,-3.9836,98.85,27,56,19.69,broken clouds
642,Brigantine,US,39.4101,-74.3646,73.0,91,1,0.0,clear sky
643,Susurluk,TR,39.9136,28.1578,82.89,34,0,12.41,clear sky
644,Acapetahua,MX,15.2833,-92.7,74.84,88,97,3.13,overcast clouds
645,Puerto Lempira,HN,15.2667,-83.7667,77.18,90,100,7.2,overcast clouds
646,Wote,KE,-1.7808,37.6288,67.33,69,100,4.25,overcast clouds
647,Coutances,FR,49.05,-1.4333,60.66,90,67,17.05,broken clouds
648,Tyret Pervaya,RU,53.6703,102.3106,70.25,57,81,11.77,light rain
649,Ikalamavony,MG,-21.15,46.5833,73.31,34,0,2.3,clear sky
650,Muroto,JP,33.2833,134.15,89.64,79,6,7.85,clear sky
651,Kununurra,AU,-15.7667,128.7333,82.38,14,8,9.22,clear sky
652,Balabac,PH,7.9868,117.0645,87.06,63,100,6.69,overcast clouds
653,Nogales,MX,31.3086,-110.9422,78.46,83,20,6.91,few clouds
654,Popondetta,PG,-8.7537,148.2534,75.22,83,21,2.42,few clouds
655,Ketchikan,US,55.3422,-131.6461,55.87,94,90,4.61,overcast clouds
656,Colwyn Bay,GB,53.2948,-3.7267,59.83,94,100,10.0,overcast clouds
657,Progreso,MX,21.2833,-89.6667,73.51,81,11,9.13,few clouds
658,Sur,OM,22.5667,59.5289,93.58,57,86,5.91,overcast clouds
659,Alekseyevsk,RU,57.8406,108.3492,65.75,71,100,7.16,light rain
660,Santander Jimenez,MX,24.2167,-98.4667,76.05,88,0,5.86,clear sky
661,Estacion Coahuila,MX,32.1939,-115.0017,90.7,56,28,16.53,scattered clouds
662,Zhoucheng,CN,35.9122,116.3117,91.27,51,7,3.31,clear sky
663,Loralai,PK,30.3705,68.598,92.93,23,2,11.59,clear sky
664,Dhandhuka,IN,22.3667,71.9833,94.46,42,89,7.31,overcast clouds
665,Varadero,CU,23.1536,-81.2514,75.96,83,78,10.51,broken clouds
666,Plettenberg Bay,ZA,-34.0527,23.3716,62.73,58,92,3.44,overcast clouds
667,Mozarlandia,BR,-14.7447,-50.5706,72.23,44,100,9.37,overcast clouds
668,Elk City,US,35.412,-99.4043,78.78,73,1,10.36,clear sky
669,Tecoanapa,MX,16.5167,-98.75,74.59,95,100,10.54,overcast clouds
670,Tazovskiy,RU,67.4667,78.7,70.18,44,12,5.26,few clouds
671,Launceston,AU,-41.45,147.1667,50.81,53,10,9.22,clear sky
672,Kaduqli,SD,11.0167,29.7167,76.39,82,100,6.96,overcast clouds
673,Talaya,RU,61.3833,152.75,47.71,85,100,1.68,overcast clouds
674,Pinega,RU,64.7001,43.3936,67.23,46,10,3.6,clear sky
675,Sambava,MG,-14.2667,50.1667,75.54,66,4,13.02,clear sky
676,Katsuura,JP,35.1333,140.3,84.31,88,100,9.57,light rain
677,Krasnyy Chikoy,RU,50.3643,108.7512,72.97,59,58,10.07,broken clouds
678,Sham Churasi,IN,31.4997,75.7494,96.12,49,12,0.81,few clouds
679,Camopi,GF,3.1655,-52.3158,69.8,99,94,1.61,overcast clouds
680,Antofagasta,CL,-23.65,-70.4,56.48,84,53,1.61,broken clouds
681,Brae,GB,60.3964,-1.353,58.91,89,100,31.79,overcast clouds
682,Turayf,SA,31.6725,38.6637,91.65,21,0,9.22,clear sky
683,Lons,FR,43.3167,-0.4,62.82,94,75,2.3,broken clouds
684,Saint-Georges,GD,12.0564,-61.7485,79.12,77,100,10.09,overcast clouds
685,Chenzhou,CN,25.8,113.0333,91.98,62,66,6.04,light rain
686,Severo-Kurilsk,RU,50.6789,156.125,54.61,78,100,9.28,overcast clouds
687,Santa Marta,CO,11.2408,-74.199,83.98,67,97,5.99,overcast clouds
688,Fukuma,JP,33.7667,130.4667,91.4,71,80,3.27,broken clouds
689,Nabire,ID,-3.3667,135.4833,80.55,85,100,1.63,overcast clouds
690,Hargeysa,SO,9.56,44.065,82.54,35,20,22.44,few clouds
691,Kamskiye Polyany,RU,55.4307,51.4171,72.41,81,100,4.61,light rain
692,Dembi Dolo,ET,8.5333,34.8,63.0,86,99,1.68,light rain
693,Kinablangan,PH,7.6947,126.5503,83.93,77,86,5.7,overcast clouds
694,Poum,NC,-20.2333,164.0167,71.28,67,100,14.18,overcast clouds
695,Bouna,CI,9.2667,-3.0,75.69,75,83,6.42,broken clouds
